大学,省份,年份,专业,最低分,最低位次,文理科
浙江大学,广东,2024,小语种）（050203.德语,637,361,文科
浙江大学,江苏,2024,（法学）（数字法治卓越班）,646,180,文科
浙江大学,江苏,2024,（会计学）（智能财务荣誉项目班）,644,230,文科
浙江大学,江苏,2024,经济学,638,401,文科
浙江大学,江苏,2024,古典文献学,637,445,文科
浙江大学,江苏,2024,新闻学,637,445,文科
浙江大学,江苏,2024,英语,637,445,文科
浙江大学,江苏,2024,（计算机科学与技术）（竺可桢学院图灵班）,681,334,文科
浙江大学,江苏,2024,（荣誉项目班）,680,371,文科
浙江大学,江苏,2024,数学与应用数学,679,423,文科
浙江大学,江苏,2024,（临床医学）（竺可桢学院巴德年医学班）,678,483,文科
浙江大学,江苏,2024,过程装备与控制工程,677,530,文科
浙江大学,江苏,2024,计算机科学与技术,677,530,文科
浙江大学,四川,2024,竺可桢学院人文社科实验班）（包含专业：经济学,632,94,文科
浙江大学,四川,2024,含数字金融双学士学位项目）（包含专业：经济学,629,128,文科
浙江大学,四川,2024,（数字法治卓越班本研衔接培养项目）（包含专业：法学,629,128,文科
浙江大学,四川,2024,（认同并执行四川省少数民族加分项目和分值）,628,142,文科
浙江大学,四川,2024,包含专业:新闻学,628,142,文科
浙江大学,四川,2024,包含专业:古典文献学,627,160,文科
浙江大学,四川,2024,（竺可桢学院图灵班）（包含专业：计算机科学与技术）,689,228,理科
浙江大学,四川,2024,（荣誉项目班）（认同并执行四川省少数民族加分项目和,688,258,理科
浙江大学,四川,2024,（竺可桢学院巴德年医学班）（包含专业：临床医学）（,687,291,理科
浙江大学,四川,2024,含数字金融双学士学位项目）（包含专业：经济学,685,369,理科
浙江大学,四川,2024,包含专业:过程装备与控制工程,685,369,理科
浙江大学,四川,2024,智慧城市与建筑工程）（包含专业:建筑学,685,369,理科
浙江大学,四川,2024,信息）（包含专业:计算机科学与技术,684,404,理科
浙江大学,四川,2024,中外合作办学,668,1669,理科
浙江大学,四川,2024,生工食品）（认同并执行四川省少数民族加分项目和分值）（含农业工程,658,3130,理科
浙江大学,四川,2024,农学,655,3665,理科
浙江大学,山东,2024,（竺可桢学院图灵班）,687,195,文科
浙江大学,山东,2024,（荣誉项目班）,682,297,文科
浙江大学,山东,2024,（含商务大数据分析双学士学位项目）,678,440,文科
浙江大学,山东,2024,（竺可桢学院巴德年医学班）,678,454,文科
浙江大学,山东,2024,（信息）,678,452,文科
浙江大学,山东,2024,-,676,560,文科
浙江大学,山东,2024,（竺可桢学院人文社科实验班）,669,973,文科
浙江大学,山东,2024,（含数字金融双学士学位项目）,660,1800,文科
浙江大学,山东,2024,海洋,654,2580,文科
浙江大学,山东,2024,农学,649,3475,文科
浙江大学,河南,2024,（数字法治卓越班本研衔接培养项目）（包含专业:法学,642,170,文科
浙江大学,河南,2024,（智能财务荣誉项目班）（包含专业:会计学）,640,208,文科
浙江大学,河南,2024,含数字金融双学士学位项目）（包含专业:经济学,638,233,文科
浙江大学,河南,2024,包含专业:古典文献学,635,285,文科
浙江大学,河南,2024,含涉外法治双学士学位项目）（包含专业:英语,634,302,文科
浙江大学,河南,2024,-,634,302,文科
浙江大学,河南,2024,（竺可桢学院图灵班）（包含专业:计算机科学与技术）,690,215,理科
浙江大学,河南,2024,（荣誉项目班）,688,274,理科
浙江大学,河南,2024,（竺可桢学院巴德年医学班）（学制八年医）（包含专业,688,274,理科
浙江大学,河南,2024,含商务大数据分析双学士学位项目）（包含专业:数学与应用数学,683,444,理科
浙江大学,河南,2024,材料,681,521,理科
浙江大学,河南,2024,信息）（包含专业:计算机科学与技术,681,521,理科
浙江大学,河南,2024,包含专业:过程装备与控制工程,681,521,理科
浙江大学,河南,2024,含数字金融双学士学位项目）（包含专业:经济学,681,521,理科
浙江大学,湖南,2024,竺可桢学院人文社科实验班）（包含经济学,646,105,文科
浙江大学,湖南,2024,（数字公共治理荣誉项目班）（包含行政管理）,644,124,文科
浙江大学,湖南,2024,（智能财务荣誉项目班）（包含会计学）,642,145,文科
浙江大学,湖南,2024,含数字金融双学士学位项目）（包含经济学,639,191,文科
浙江大学,湖南,2024,含涉外法治双学士学位项目）（包含英语,639,191,文科
浙江大学,湖南,2024,包含古典文献学,637,231,文科
浙江大学,湖南,2024,包含新闻学,636,249,文科
浙江大学,湖南,2024,（竺可桢学院图灵班）（包含计算机科学与技术）,682,220,文科
浙江大学,湖南,2024,含商务大数据分析双学士学位项目）（包含数学与应用数学,672,567,文科
浙江大学,湖南,2024,智慧城市与建筑工程）（包含建筑学,672,567,文科
浙江大学,湖南,2024,材料,672,567,文科
浙江大学,湖南,2024,包含过程装备与控制工程,672,567,文科
浙江大学,湖南,2024,信息）（包含计算机科学与技术,672,567,文科
浙江大学,湖南,2024,（荣誉项目班）,672,567,文科
浙江大学,湖南,2024,生命,660,1339,文科
浙江大学,浙江,2023,（竺可桢学院图灵班）,699,220,文科
浙江大学,浙江,2023,（智能财务荣誉项目班）,694,442,文科
浙江大学,浙江,2023,（竺可桢学院人文社科实验班）,694,450,文科
浙江大学,浙江,2023,（数字法治卓越班）,691,676,文科
浙江大学,浙江,2023,（竺可桢学院巴德年医学班）,691,671,文科
浙江大学,浙江,2023,（信息）,686,1184,文科
浙江大学,浙江,2023,（含商务大数据分析双学士学位项目）,683,1600,文科
浙江大学,浙江,2023,-,677,2757,文科
浙江大学,浙江,2023,（含数字金融双学士学位项目）,676,2901,文科
浙江大学,浙江,2023,生命,673,3858,文科
浙江大学,浙江,2023,材料,669,4999,文科
浙江大学,浙江,2023,（生工食品）,668,5080,文科
浙江大学,浙江,2023,（建筑与土木）,668,5244,文科
浙江大学,浙江,2023,（农学）,664,6679,文科
浙江大学,浙江,2023,（海洋）,663,6937,文科
浙江大学,北京,2023,（含数字金融双学士学位项目）,671,1009,文科
浙江大学,北京,2023,（竺可桢学院人文社科实验班）,671,1009,文科
浙江大学,北京,2023,（竺可桢学院图灵班）,680,554,文科
浙江大学,北京,2023,（含商务大数据分析双学士学位项目）,675,791,文科
浙江大学,北京,2023,-,675,791,文科
浙江大学,北京,2023,（信息）,675,791,文科
浙江大学,上海,2023,竺可桢学院人文社科实验班。含经济学,580,2393,文科
浙江大学,上海,2023,含数字金融双学士学位项目）（含金融学数学与应用数学双学士学位项目。含经济学,580,2393,文科
浙江大学,上海,2023,竺可桢学院图灵班。含计算机科学与技术,580,2393,文科
浙江大学,上海,2023,信息方向。含计算机科学与技术,580,2393,文科
浙江大学,广东,2023,智能财务荣誉项目班,654,147,文科
浙江大学,广东,2023,数字法治卓越班,653,163,文科
浙江大学,广东,2023,含英语,649,238,文科
浙江大学,广东,2023,含数字金融双学士学位项目,647,271,文科
浙江大学,广东,2023,含新闻学,647,271,文科
浙江大学,广东,2023,含古典文献学,646,303,文科
浙江大学,广东,2023,竺可桢学院图灵班,689,161,文科
浙江大学,广东,2023,荣誉项目班,684,292,文科
浙江大学,广东,2023,含商务大数据分析双学士学位项目,680,452,文科
浙江大学,广东,2023,建筑与土木,680,452,文科
浙江大学,广东,2023,材料,680,452,文科
浙江大学,广东,2023,含过程装备与控制工程,680,452,文科
浙江大学,广东,2023,信息,680,452,文科
浙江大学,广东,2023,竺可桢学院巴德年医学班,681,402,文科
浙江大学,广东,2023,生工食品,659,2373,文科
浙江大学,广东,2023,农学,650,4084,文科
浙江大学,广东,2023,小语种,641,441,文科
浙江大学,江苏,2023,（会计学）（智能财务荣誉项目班）,647,224,文科
浙江大学,江苏,2023,（法学）（数字法治卓越班）,647,224,文科
浙江大学,江苏,2023,经济学,640,430,文科
浙江大学,江苏,2023,古典文献学,639,472,文科
浙江大学,江苏,2023,新闻学,639,472,文科
浙江大学,江苏,2023,英语,639,472,文科
浙江大学,江苏,2023,（临床医学）（竺可桢学院巴德年医学班）,677,557,文科
浙江大学,江苏,2023,计算机科学与技术,680,375,文科
浙江大学,江苏,2023,（荣誉项目班）,678,493,文科
浙江大学,江苏,2023,过程装备与控制工程,677,557,文科
浙江大学,四川,2023,竺可桢学院人文社科实验班包含专业：经济学,626,117,文科
浙江大学,四川,2023,（数字法治卓越班包含专业：法学专业备注：优秀学生可,625,135,文科
浙江大学,四川,2023,含数字金融双学士学位项目包含专业：经济学,625,135,文科
浙江大学,四川,2023,包含专业：古典文献学,623,168,文科
浙江大学,四川,2023,包含专业：新闻学,623,168,文科
浙江大学,四川,2023,竺可桢学院图灵班包含专业：计算机科学与技术,689,222,理科
浙江大学,四川,2023,（竺可桢学院巴德年医学班包含专业：临床医学）,686,325,理科
浙江大学,四川,2023,（荣誉项目班）,685,357,理科
浙江大学,四川,2023,信息包含专业：计算机科学与技术,684,409,理科
浙江大学,四川,2023,含商务大数据分析双学士学位项目包含专业：数学与应用数学,684,409,理科
浙江大学,四川,2023,包含专业：过程装备与控制工程,683,467,理科
浙江大学,四川,2023,中外合作,665,1978,理科
浙江大学,四川,2023,农学,652,4062,理科
浙江大学,山东,2023,（竺可桢学院图灵班）,687,220,文科
浙江大学,山东,2023,（荣誉项目班）,685,296,文科
浙江大学,山东,2023,（竺可桢学院巴德年医学班）,681,437,文科
浙江大学,山东,2023,（信息）,679,521,文科
浙江大学,山东,2023,（含商务大数据分析双学士学位项目）,678,568,文科
浙江大学,山东,2023,过程装备与控制工程,677,607,文科
浙江大学,山东,2023,（竺可桢学院人文社科实验班）,673,917,文科
浙江大学,山东,2023,（含数字金融双学士学位项目）,668,1383,文科
浙江大学,山东,2023,古典文献学,666,1561,文科
浙江大学,山东,2023,新闻学,663,1882,文科
浙江大学,山东,2023,（海洋）,660,2321,文科
浙江大学,山东,2023,（农学）,656,2971,文科
浙江大学,河南,2023,（数字法治卓越班）（包含专业:法学;优秀学生可推荐,665,108,文科
浙江大学,河南,2023,含数字金融双学士学位项目）（包含专业:经济学,658,194,文科
浙江大学,河南,2023,包含专业:新闻学,657,213,文科
浙江大学,河南,2023,（智能财务荣誉项目班）（包含专业:会计学）,657,213,文科
浙江大学,河南,2023,包含专业:古典文献学,656,232,文科
浙江大学,河南,2023,-,655,254,文科
浙江大学,河南,2023,竺可桢学院图灵班）（包含专业:计算机科学与技术,694,147,理科
浙江大学,河南,2023,材料,690,219,理科
浙江大学,河南,2023,（荣誉项目班）,688,270,理科
浙江大学,河南,2023,（竺可桢学院巴德年医学班）（包含专业:临床医学）,684,394,理科
浙江大学,河南,2023,信息）（包含专业:计算机科学与技术,682,481,理科
浙江大学,河南,2023,含商务大数据分析双学士学位项目）（包含专业:数学与应用数学,679,585,理科
浙江大学,河南,2023,包含专业:过程装备与控制工程,679,585,理科
